claim_id,accident_year,line_of_business,loss_amount_usd,paid_to_date_usd,status,injury_severity
CLM110949,2023,Property,409814,293606,Open,Severe
CLM110950,2023,Property,34605,14081,Open,Moderate
CLM110951,2023,GL,60391,25916,Open,Moderate
CLM110952,2023,Property,10109,9547,Open,Minor
CLM110953,2023,GL,49741,43603,Open,Moderate
CLM110954,2023,Auto BI,6323,4965,Open,Minor
CLM110955,2023,Auto BI,42729,26271,Open,Moderate
CLM110956,2023,GL,2616,2082,Open,Minor
CLM110957,2023,Auto PD,8561,7108,Open,Minor
CLM110958,2023,GL,50244,38743,Open,Moderate
CLM110959,2023,Property,8333,5055,Open,Minor
CLM110960,2023,Auto PD,1000,996,Closed,Minor
CLM110961,2023,Auto PD,26015,16628,Open,Moderate
CLM110962,2023,Auto PD,33778,23526,Open,Moderate
CLM110963,2023,Auto BI,8729,6380,Open,Minor
CLM110964,2023,Auto BI,8723,6261,Open,Minor
CLM110965,2023,Auto PD,7574,3947,Open,Minor
CLM110966,2023,Property,9588,4473,Open,Minor
CLM110967,2023,GL,29606,27399,Open,Moderate
CLM110968,2023,Auto PD,54153,42097,Open,Moderate
CLM110969,2023,GL,9186,5080,Open,Minor
CLM110970,2023,Auto PD,8943,8884,Closed,Minor
CLM110971,2023,GL,7544,6346,Open,Minor
CLM110972,2023,Property,12576,8934,Open,Minor
CLM110973,2023,Property,52397,37531,Open,Moderate
CLM110974,2023,Property,5579,4263,Open,Minor
CLM110975,2023,Auto PD,48724,28176,Open,Moderate
CLM110976,2023,Auto PD,283961,249840,Open,Severe
CLM110977,2023,Auto PD,6529,3916,Open,Minor
CLM110978,2023,GL,61339,48376,Open,Moderate
CLM110979,2023,GL,8955,7185,Open,Minor
CLM110980,2023,GL,2143,1729,Open,Minor
CLM110981,2023,Property,8749,4858,Open,Minor
CLM110982,2023,GL,6984,4933,Open,Minor
CLM110983,2023,Property,9342,5320,Open,Minor
CLM110984,2023,Property,10360,9664,Open,Minor
CLM110985,2023,GL,47927,37052,Open,Moderate
CLM110986,2023,Auto BI,69978,34338,Open,Moderate
CLM110987,2023,GL,7553,3798,Open,Minor
CLM110988,2023,Auto PD,9562,4369,Open,Minor
CLM110989,2023,Auto BI,10012,4992,Open,Minor
CLM110990,2023,Auto BI,7756,5656,Open,Minor
CLM110991,2023,GL,9946,8430,Open,Minor
CLM110992,2023,Auto PD,36079,28667,Open,Moderate
CLM110993,2023,Auto BI,6943,4502,Open,Minor
CLM110994,2023,Property,25312,11043,Open,Moderate
CLM110995,2023,GL,8603,5277,Open,Minor
CLM110996,2023,Property,8813,5400,Open,Minor
CLM110997,2023,Property,10948,10158,Open,Minor
CLM110998,2023,Auto PD,56867,37437,Open,Moderate
CLM110999,2023,Auto PD,7288,6843,Open,Minor
CLM111000,2023,Auto BI,27327,21598,Open,Moderate
CLM111001,2023,Auto PD,9082,5441,Open,Minor
CLM111002,2023,Property,10776,10462,Closed,Minor
CLM111003,2023,Property,9887,4439,Open,Minor
CLM111004,2023,Auto BI,10711,4298,Open,Minor
CLM111005,2023,Property,7470,4164,Open,Minor
CLM111006,2023,Property,6833,4945,Open,Minor
CLM111007,2023,Auto PD,6157,3734,Open,Minor
CLM111008,2023,Property,7860,7073,Open,Minor
CLM111009,2023,Property,7803,5787,Open,Minor
CLM111010,2023,Property,8516,3979,Open,Minor
CLM111011,2023,Auto BI,43060,32674,Open,Moderate
CLM111012,2023,GL,7665,6478,Open,Minor
CLM111013,2023,Auto PD,6058,2603,Open,Minor
CLM111014,2023,Auto BI,10354,7554,Open,Minor
CLM111015,2023,Auto BI,8191,3418,Open,Minor
CLM111016,2023,Property,7563,5347,Open,Minor
CLM111017,2023,Auto BI,6131,4015,Open,Minor
CLM111018,2023,GL,4670,3300,Open,Minor
CLM111019,2023,GL,11269,10686,Open,Minor
CLM111020,2023,Property,9386,5459,Open,Minor
CLM111021,2023,Auto PD,20641,16727,Open,Moderate
CLM111022,2023,Property,9907,5990,Open,Minor
CLM111023,2023,GL,10306,9161,Open,Minor
CLM111024,2023,Property,8310,6044,Open,Minor
CLM111025,2023,GL,11995,5450,Open,Minor
CLM111026,2023,Property,48250,34049,Open,Moderate
CLM111027,2023,Auto BI,23747,13675,Open,Moderate
CLM111028,2023,Auto BI,8912,3890,Open,Minor
CLM111029,2023,GL,48673,28013,Open,Moderate
CLM111030,2023,Auto PD,6491,3005,Open,Minor
CLM111031,2023,Property,268752,246709,Open,Severe
CLM111032,2023,Auto PD,3830,1630,Open,Minor
CLM111033,2023,Property,59858,35528,Open,Moderate
CLM111034,2023,Property,31828,13762,Open,Moderate
CLM111035,2023,Auto BI,136279,105677,Open,Severe
CLM111036,2023,GL,7715,5685,Open,Minor
CLM111037,2023,Auto PD,9082,7625,Open,Minor
CLM111038,2023,Auto PD,8409,7349,Open,Minor
CLM111039,2023,Property,6143,3087,Open,Minor
CLM111040,2023,Auto BI,6734,4221,Open,Minor
CLM111041,2023,Property,5167,4453,Open,Minor
CLM111042,2023,Auto BI,41629,18526,Open,Moderate
CLM111043,2023,Property,10687,8496,Open,Minor
CLM111044,2023,Auto PD,7989,7841,Closed,Minor
CLM111045,2023,Auto PD,10148,5774,Open,Minor
CLM111046,2023,Auto PD,11638,11536,Closed,Minor
CLM111047,2023,GL,36179,29368,Open,Moderate
CLM111048,2023,Auto PD,204141,165881,Open,Severe
CLM111049,2023,Auto BI,77567,63369,Open,Moderate
CLM111050,2023,Property,11610,6658,Open,Minor
CLM111051,2023,GL,3818,3812,Closed,Minor
CLM111052,2023,Auto BI,252907,177918,Open,Severe
CLM111053,2023,Auto BI,8001,3276,Open,Minor
CLM111054,2023,GL,10066,4937,Open,Minor
CLM111055,2023,GL,6137,3375,Open,Minor
CLM111056,2023,GL,5900,3018,Open,Minor
CLM111057,2023,Auto PD,6309,5511,Open,Minor
CLM111058,2023,Property,171386,134574,Open,Severe
CLM111059,2023,Auto PD,10038,6439,Open,Minor
CLM111060,2023,Auto BI,5046,4118,Open,Minor
CLM111061,2023,Property,6443,5259,Open,Minor
CLM111062,2023,Property,18164,11987,Open,Moderate
CLM111063,2023,Auto BI,10517,8419,Open,Minor
CLM111064,2023,Auto PD,11177,5431,Open,Minor
CLM111065,2023,Auto BI,7182,7120,Closed,Minor
CLM111066,2023,Property,7255,6812,Open,Minor
CLM111067,2023,GL,9133,4235,Open,Minor
CLM111068,2023,Auto PD,67117,45992,Open,Moderate
CLM111069,2023,Property,254731,131906,Open,Severe
CLM111070,2023,Property,6256,4450,Open,Minor
CLM111071,2023,Auto PD,20717,12699,Open,Moderate
CLM111072,2023,Auto PD,5212,4522,Open,Minor
CLM111073,2023,Auto BI,8183,4506,Open,Minor
CLM111074,2023,Auto BI,6361,4363,Open,Minor
CLM111075,2023,Auto PD,47924,30886,Open,Moderate
CLM111076,2023,GL,6617,6608,Closed,Minor
CLM111077,2023,GL,5354,3891,Open,Minor
CLM111078,2023,Auto BI,5057,3426,Open,Minor
CLM111079,2023,GL,68435,29696,Open,Moderate
CLM111080,2023,GL,295563,194735,Open,Severe
CLM111081,2023,Property,12326,11924,Closed,Minor
CLM111082,2023,Property,9349,5281,Open,Minor
CLM111083,2023,Property,6925,4004,Open,Minor
CLM111084,2023,GL,11308,6419,Open,Minor
CLM111085,2023,GL,7917,6509,Open,Minor
CLM111086,2023,Auto PD,48312,23346,Open,Moderate
CLM111087,2023,Property,44357,22266,Open,Moderate
CLM111088,2023,Auto BI,1000,629,Open,Moderate
CLM111089,2023,Auto PD,69071,60513,Open,Moderate
CLM111090,2023,Auto PD,9227,7819,Open,Minor
CLM111091,2023,Auto BI,49947,46598,Open,Moderate
CLM111092,2023,Auto BI,7845,7709,Closed,Minor
CLM111093,2023,Property,47451,46583,Closed,Moderate
CLM111094,2023,Auto BI,6506,4100,Open,Minor
CLM111095,2023,Property,272409,134493,Open,Severe
CLM111096,2023,GL,4732,2275,Open,Minor
CLM111097,2023,Auto PD,47791,42448,Open,Moderate
CLM111098,2023,Auto BI,53423,23393,Open,Moderate
CLM111099,2023,Auto PD,7503,5388,Open,Minor
CLM111100,2023,Auto BI,251523,151006,Open,Severe
CLM111101,2023,GL,5521,3383,Open,Minor
CLM111102,2023,Auto BI,5585,2851,Open,Minor
CLM111103,2023,GL,48550,38651,Open,Moderate
CLM111104,2023,Auto BI,277676,151412,Open,Severe
CLM111105,2023,Auto PD,3312,2854,Open,Minor
CLM111106,2023,GL,9305,7966,Open,Minor
CLM111107,2023,Auto BI,173827,127543,Open,Severe
CLM111108,2023,Auto BI,42107,32188,Open,Moderate
CLM111109,2023,Auto BI,4651,3145,Open,Minor
CLM111110,2023,Auto BI,5870,3378,Open,Minor
CLM111111,2023,Property,302120,234778,Open,Severe
CLM111112,2023,Auto PD,8082,7347,Open,Minor
CLM111113,2023,Auto BI,39258,34240,Open,Moderate
CLM111114,2023,Property,7708,5747,Open,Minor
CLM111115,2023,Property,9223,6019,Open,Minor
CLM111116,2023,GL,51607,42068,Open,Moderate
CLM111117,2023,GL,7812,5424,Open,Minor
CLM111118,2023,Property,10732,8080,Open,Minor
CLM111119,2023,GL,10426,8771,Open,Minor
CLM111120,2023,Auto PD,9033,6008,Open,Minor
CLM111121,2023,Auto PD,8136,6786,Open,Minor
CLM111122,2023,Auto PD,9643,5912,Open,Minor
CLM111123,2023,Property,246712,147275,Open,Severe
CLM111124,2023,Auto PD,60912,47724,Open,Moderate
CLM111125,2023,GL,10248,8223,Open,Minor
CLM111126,2023,Auto BI,29726,28884,Closed,Moderate
CLM111127,2023,GL,5285,3233,Open,Minor
CLM111128,2023,GL,34481,30987,Open,Moderate
CLM111129,2023,Property,59642,49281,Open,Moderate
CLM111130,2023,Auto PD,4059,2761,Open,Minor
CLM111131,2023,Property,8986,5400,Open,Minor
CLM111132,2023,Property,8906,6822,Open,Minor
CLM111133,2023,Property,62439,39563,Open,Moderate
CLM111134,2023,Property,8450,5249,Open,Minor
CLM111135,2023,GL,4641,2206,Open,Minor
CLM111136,2023,Auto BI,5601,4411,Open,Minor
CLM111137,2023,Auto PD,5045,2187,Open,Minor
CLM111138,2023,Property,36930,17465,Open,Moderate
CLM111139,2023,Property,42256,27118,Open,Moderate
CLM111140,2023,Property,120937,87712,Open,Severe
CLM111141,2023,Property,11676,5720,Open,Minor
CLM111142,2023,Auto BI,4686,3438,Open,Minor
CLM111143,2023,Auto BI,11365,6942,Open,Minor
CLM111144,2023,Auto PD,10962,9852,Open,Minor
CLM111145,2023,GL,10245,8774,Open,Minor
CLM111146,2023,GL,6265,2777,Open,Minor
CLM111147,2023,GL,50136,37427,Open,Moderate
CLM111148,2023,GL,4806,2612,Open,Minor
CLM111149,2023,Auto PD,10277,6541,Open,Minor
CLM111150,2023,GL,7815,3368,Open,Minor
CLM111151,2023,Auto BI,6976,2794,Open,Minor
CLM111152,2023,GL,4940,2950,Open,Minor
CLM111153,2023,Auto BI,1806,1302,Open,Minor
CLM111154,2023,Auto PD,29421,20655,Open,Moderate
CLM111155,2023,GL,10781,6710,Open,Minor
CLM111156,2023,Auto PD,6992,3151,Open,Minor
CLM111157,2023,Auto BI,205607,140501,Open,Severe
CLM111158,2023,Property,9638,6152,Open,Minor
CLM111159,2023,GL,12514,8294,Open,Minor
CLM111160,2023,Auto BI,11312,11191,Closed,Minor
CLM111161,2023,Auto BI,5569,5194,Open,Minor
CLM111162,2023,Auto BI,15861,13919,Open,Moderate
CLM111163,2023,Property,13899,6488,Open,Minor
CLM111164,2023,GL,79034,45084,Open,Moderate
CLM111165,2023,GL,8471,6301,Open,Minor
CLM111166,2023,Auto PD,4823,3675,Open,Minor
CLM111167,2023,GL,10408,6313,Open,Minor
CLM111168,2023,Property,7730,5445,Open,Minor
CLM111169,2023,GL,7717,5212,Open,Minor
CLM111170,2023,Auto PD,10236,9218,Open,Minor
CLM111171,2023,Property,8835,4482,Open,Minor
CLM111172,2023,Auto BI,5035,3554,Open,Minor
CLM111173,2023,Property,7188,3184,Open,Minor
CLM111174,2023,Auto PD,54917,51248,Open,Moderate
CLM111175,2023,GL,9275,6464,Open,Minor
CLM111176,2023,GL,48930,40052,Open,Moderate
CLM111177,2023,Property,10333,7051,Open,Minor
CLM111178,2023,GL,7095,6711,Open,Minor
CLM111179,2023,Property,8446,6373,Open,Minor
CLM111180,2023,Auto PD,1000,486,Open,Moderate
CLM111181,2023,Auto BI,6875,3058,Open,Minor
CLM111182,2023,Auto PD,9909,7255,Open,Minor
CLM111183,2023,Auto BI,7024,6306,Open,Minor
CLM111184,2023,Auto PD,6834,4308,Open,Minor
CLM111185,2023,Property,29378,21602,Open,Moderate
CLM111186,2023,Auto BI,60050,42446,Open,Moderate
CLM111187,2023,GL,9371,5336,Open,Minor
CLM111188,2023,Property,10063,7559,Open,Minor
CLM111189,2023,GL,3684,1833,Open,Minor
CLM111190,2023,Auto BI,7598,3179,Open,Minor
CLM111191,2023,Property,7299,7280,Closed,Minor
CLM111192,2023,Property,7298,6768,Open,Minor
CLM111193,2023,Property,35759,17320,Open,Moderate
CLM111194,2023,Auto PD,7134,5489,Open,Minor
CLM111195,2023,Auto PD,292219,263442,Open,Severe
CLM111196,2023,Auto PD,3217,2956,Open,Minor
CLM111197,2023,Property,12443,7795,Open,Minor
CLM111198,2023,Auto PD,9209,7121,Open,Minor
CLM111199,2023,Auto BI,7894,7504,Closed,Minor
CLM111200,2023,GL,10267,10173,Closed,Minor
CLM111201,2023,Auto PD,23222,14714,Open,Moderate
CLM111202,2023,Auto BI,35029,18971,Open,Moderate
CLM111203,2023,Auto BI,7697,3124,Open,Minor
CLM111204,2023,Auto PD,11413,8236,Open,Minor
CLM111205,2023,GL,44302,39680,Open,Moderate
CLM111206,2023,Auto PD,9125,4553,Open,Minor
CLM111207,2023,Property,169885,76584,Open,Severe
CLM111208,2023,GL,52302,32070,Open,Moderate
CLM111209,2023,Auto BI,12193,5569,Open,Minor
CLM111210,2023,Property,59932,29785,Open,Moderate
CLM111211,2023,GL,43778,31626,Open,Moderate
CLM111212,2023,GL,55132,54677,Closed,Moderate
CLM111213,2023,Auto BI,53662,44598,Open,Moderate
CLM111214,2023,GL,9266,4907,Open,Minor
CLM111215,2023,GL,10779,8453,Open,Minor
CLM111216,2023,Auto BI,10761,7297,Open,Minor
CLM111217,2023,Auto BI,43092,39898,Open,Moderate
CLM111218,2023,Property,54628,28007,Open,Moderate
CLM111219,2023,Auto BI,7042,2967,Open,Minor
CLM111220,2023,GL,141538,113125,Open,Severe
CLM111221,2023,Auto BI,40957,29695,Open,Moderate
CLM111222,2023,GL,7809,4467,Open,Minor
CLM111223,2023,Auto PD,3846,2865,Open,Minor
CLM111224,2023,Property,293128,152353,Open,Severe
CLM111225,2023,Property,1081,689,Open,Minor
CLM111226,2023,Property,450759,242996,Open,Severe
CLM111227,2023,Auto BI,11754,4916,Open,Minor
CLM111228,2023,GL,7347,5305,Open,Minor
CLM111229,2023,GL,45141,43596,Closed,Moderate
CLM111230,2023,GL,8757,6797,Open,Minor
CLM111231,2023,Property,6527,2786,Open,Minor
CLM111232,2023,GL,47889,35244,Open,Moderate
CLM111233,2023,Property,42840,33316,Open,Moderate
CLM111234,2023,Property,7764,6548,Open,Minor
CLM111235,2023,Auto PD,47721,42931,Open,Moderate
CLM111236,2023,Property,4716,4359,Open,Minor
CLM111237,2023,Auto BI,45593,44100,Closed,Moderate
CLM111238,2023,Auto BI,8408,3647,Open,Minor
CLM111239,2023,Auto PD,230952,185323,Open,Severe
CLM111240,2023,Auto BI,7460,4382,Open,Minor
CLM111241,2023,Auto PD,316717,242391,Open,Severe
CLM111242,2023,Auto BI,7115,3229,Open,Minor
CLM111243,2023,GL,8568,4699,Open,Minor
CLM111244,2023,Auto PD,64459,56931,Open,Moderate
CLM111245,2023,GL,7801,7043,Open,Minor
CLM111246,2023,Property,48216,31983,Open,Moderate
CLM111247,2023,GL,7759,6962,Open,Minor
CLM111248,2023,Auto PD,11093,6049,Open,Minor
CLM111249,2023,Property,7355,5750,Open,Minor
CLM111250,2023,Auto BI,64250,28288,Open,Moderate
CLM111251,2023,Property,211195,135287,Open,Severe
CLM111252,2023,GL,5851,5004,Open,Minor
CLM111253,2023,Property,9698,5023,Open,Minor
CLM111254,2023,Auto PD,7238,5772,Open,Minor
CLM111255,2023,Auto PD,54307,42309,Open,Moderate
CLM111256,2023,Auto BI,1000,819,Open,Severe
CLM111257,2023,Property,45078,38244,Open,Moderate
CLM111258,2023,Auto PD,6850,4269,Open,Minor
CLM111259,2023,Auto BI,5341,2533,Open,Minor
CLM111260,2023,Auto BI,36701,21777,Open,Moderate
CLM111261,2023,GL,36394,19011,Open,Moderate
CLM111262,2023,GL,7880,5128,Open,Minor
CLM111263,2023,Property,4581,3359,Open,Minor
CLM111264,2023,Auto PD,8790,8311,Open,Minor
CLM111265,2023,Auto BI,11415,9824,Open,Minor
CLM111266,2023,Property,8702,7224,Open,Minor
CLM111267,2023,Auto BI,10022,5191,Open,Minor
CLM111268,2023,Property,10736,8212,Open,Minor
CLM111269,2023,Auto PD,11091,5733,Open,Minor
CLM111270,2023,Auto BI,378961,275198,Open,Severe
CLM111271,2023,Auto BI,6751,4323,Open,Minor
CLM111272,2023,GL,6203,3543,Open,Minor
CLM111273,2023,Property,9958,7185,Open,Minor
CLM111274,2023,Property,55623,27656,Open,Moderate
CLM111275,2023,Property,9939,9675,Closed,Minor
CLM111276,2023,Auto PD,12723,11727,Open,Minor
CLM111277,2023,Auto PD,8028,3794,Open,Minor
CLM111278,2023,Auto BI,9065,5430,Open,Minor
CLM111279,2023,GL,30294,25055,Open,Moderate
CLM111280,2023,Property,401502,327924,Open,Severe
CLM111281,2023,Auto PD,39951,24363,Open,Moderate
CLM111282,2023,Property,40376,17923,Open,Moderate
CLM111283,2023,Auto BI,7133,6315,Open,Minor
CLM111284,2023,Property,165183,91124,Open,Severe
CLM111285,2023,GL,6176,3674,Open,Minor
CLM111286,2023,GL,37144,27761,Open,Moderate
CLM111287,2023,Property,4585,3893,Open,Minor
CLM111288,2023,GL,6036,4765,Open,Minor
CLM111289,2023,GL,12872,5905,Open,Minor
CLM111290,2023,Auto PD,9839,4965,Open,Minor
CLM111291,2023,Auto PD,10314,5308,Open,Minor
CLM111292,2023,GL,10943,9867,Open,Minor
CLM111293,2023,Auto PD,12585,7675,Open,Minor
CLM111294,2023,Property,3571,3169,Open,Minor
CLM111295,2023,Auto BI,4925,3519,Open,Minor
CLM111296,2023,Auto PD,32944,29506,Open,Moderate
CLM111297,2023,Auto PD,37954,15466,Open,Moderate
CLM111298,2023,Auto BI,40491,27289,Open,Moderate
CLM111299,2023,Property,6882,3266,Open,Minor
CLM111300,2023,GL,48289,33389,Open,Moderate
CLM111301,2023,Auto PD,8088,4221,Open,Minor
CLM111302,2023,Property,6192,3583,Open,Minor
CLM111303,2023,Auto PD,2561,1375,Open,Minor
CLM111304,2023,Auto BI,5517,5158,Open,Minor
CLM111305,2023,Property,6626,6493,Closed,Minor
CLM111306,2023,Auto BI,7382,4031,Open,Minor
CLM111307,2023,GL,5175,3357,Open,Minor
CLM111308,2023,GL,37637,36036,Closed,Moderate
CLM111309,2023,Auto BI,123866,66027,Open,Severe
CLM111310,2023,Property,43112,28510,Open,Moderate
CLM111311,2023,Auto BI,28903,27702,Closed,Moderate
CLM111312,2023,Auto BI,32266,19471,Open,Moderate
CLM111313,2023,GL,4728,2535,Open,Minor
CLM111314,2023,Auto PD,42697,17648,Open,Moderate
CLM111315,2023,GL,5833,3325,Open,Minor
CLM111316,2023,Auto BI,297076,160435,Open,Severe
CLM111317,2023,Property,51087,44719,Open,Moderate
CLM111318,2023,Auto BI,7825,7689,Closed,Minor
CLM111319,2023,Auto PD,6006,5350,Open,Minor
CLM111320,2023,Property,8951,7171,Open,Minor
CLM111321,2023,Auto PD,55360,32989,Open,Moderate
CLM111322,2023,Property,8356,5692,Open,Minor
CLM111323,2023,Property,12009,11620,Closed,Minor
CLM111324,2023,GL,51894,34344,Open,Moderate
CLM111325,2023,GL,58704,35244,Open,Moderate
CLM111326,2023,GL,231353,146874,Open,Severe
CLM111327,2023,Property,9689,8710,Open,Minor
CLM111328,2023,Auto BI,6008,5112,Open,Minor
CLM111329,2023,Auto BI,6854,4216,Open,Minor
CLM111330,2023,GL,8873,5481,Open,Minor
CLM111331,2023,GL,8855,4886,Open,Minor
CLM111332,2023,Property,9269,3857,Open,Minor
CLM111333,2023,Auto BI,61505,58821,Closed,Moderate
CLM111334,2023,Property,23625,13532,Open,Moderate
CLM111335,2023,Property,5563,3734,Open,Minor
CLM111336,2023,Property,48443,21721,Open,Moderate
CLM111337,2023,Property,34134,21291,Open,Moderate
CLM111338,2023,Property,16444,7831,Open,Minor
CLM111339,2023,Auto BI,52735,26989,Open,Moderate
CLM111340,2023,Auto BI,43825,31112,Open,Moderate
CLM111341,2023,GL,6711,5025,Open,Minor
CLM111342,2023,Auto PD,6799,6223,Open,Minor
CLM111343,2023,Auto PD,8075,3958,Open,Minor
CLM111344,2023,Auto BI,8279,7222,Open,Minor
CLM111345,2023,Auto PD,38149,26544,Open,Moderate
CLM111346,2023,Auto BI,40902,22179,Open,Moderate
CLM111347,2023,Property,65164,44981,Open,Moderate
CLM111348,2023,Auto BI,11461,5242,Open,Minor
CLM111349,2023,Auto BI,8630,5918,Open,Minor
CLM111350,2023,Property,24881,23298,Open,Moderate
CLM111351,2023,GL,265772,261600,Closed,Severe
CLM111352,2023,Auto PD,11885,8732,Open,Minor
CLM111353,2023,GL,11424,6972,Open,Minor
CLM111354,2023,Auto PD,282426,211810,Open,Severe
CLM111355,2023,Auto BI,11556,4969,Open,Minor
CLM111356,2023,Auto BI,8133,6389,Open,Minor
CLM111357,2023,Auto PD,9570,4619,Open,Minor
CLM111358,2023,Auto BI,6298,2889,Open,Minor
CLM111359,2023,Auto PD,8730,6471,Open,Minor
CLM111360,2023,Property,11323,8644,Open,Minor
CLM111361,2023,GL,6526,4461,Open,Minor
CLM111362,2023,Auto PD,5846,5081,Open,Minor
CLM111363,2023,Auto PD,8243,7573,Open,Minor
CLM111364,2023,GL,7433,3661,Open,Minor
CLM111365,2023,Auto BI,9622,7564,Open,Minor
CLM111366,2023,Auto PD,6866,3423,Open,Minor
CLM111367,2023,Auto BI,70776,60362,Open,Moderate
CLM111368,2023,Property,25654,20255,Open,Moderate
CLM111369,2023,Auto PD,326567,193799,Open,Severe
CLM111370,2023,Property,6087,4793,Open,Minor
CLM111371,2023,GL,18060,8567,Open,Moderate
CLM111372,2023,Auto BI,240219,195125,Open,Severe
CLM111373,2023,Auto BI,7363,4326,Open,Minor
CLM111374,2023,Auto PD,5225,3357,Open,Minor
CLM111375,2023,Auto BI,19779,17818,Open,Moderate
CLM111376,2023,GL,7979,7049,Open,Minor
CLM111377,2023,GL,302946,185155,Open,Severe
CLM111378,2023,Property,53774,52185,Closed,Moderate
CLM111379,2023,GL,8141,6677,Open,Minor
CLM111380,2023,Property,52182,45407,Open,Moderate
CLM111381,2023,Auto BI,7931,3375,Open,Minor
CLM111382,2023,Auto BI,4425,4334,Closed,Minor
CLM111383,2023,Auto PD,4447,4142,Open,Minor
CLM111384,2023,GL,7492,3302,Open,Minor
CLM111385,2023,Property,7598,5965,Open,Minor
CLM111386,2023,Property,57764,55555,Closed,Moderate
CLM111387,2023,GL,56359,54056,Closed,Moderate
CLM111388,2023,Auto PD,9512,8881,Open,Minor
CLM111389,2023,Auto BI,7299,5718,Open,Minor
CLM111390,2023,Property,4548,2150,Open,Minor
CLM111391,2023,GL,9030,8787,Closed,Minor
CLM111392,2023,Property,9312,4907,Open,Minor
CLM111393,2023,Property,2028,1712,Open,Minor
CLM111394,2023,Property,5914,2607,Open,Minor
CLM111395,2023,Auto BI,34634,32049,Open,Moderate
CLM111396,2023,Property,8295,5781,Open,Minor
CLM111397,2023,Property,151714,110321,Open,Severe
CLM111398,2023,Auto PD,7904,7211,Open,Minor
CLM111399,2023,Auto BI,7473,3441,Open,Minor
CLM111400,2023,Property,42612,38457,Open,Moderate
CLM111401,2023,Property,6209,4197,Open,Minor
CLM111402,2023,Property,6402,3351,Open,Minor
CLM111403,2023,GL,5299,5225,Closed,Minor
CLM111404,2023,Auto PD,50701,29570,Open,Moderate
CLM111405,2023,Auto BI,9427,7766,Open,Minor
CLM111406,2023,GL,6073,2721,Open,Minor
CLM111407,2023,GL,11801,7348,Open,Minor
CLM111408,2023,GL,7213,6228,Open,Minor
CLM111409,2023,Auto BI,11825,9059,Open,Minor
CLM111410,2023,Auto PD,6394,5162,Open,Minor
CLM111411,2023,Auto PD,14601,7516,Open,Moderate
CLM111412,2023,Auto PD,9005,5946,Open,Minor
CLM111413,2023,Property,8621,6826,Open,Minor
CLM111414,2023,Auto BI,8085,4574,Open,Minor
CLM111415,2023,Property,165410,80038,Open,Severe
CLM111416,2023,Auto BI,44481,32371,Open,Moderate
CLM111417,2023,Auto BI,37331,16830,Open,Moderate
CLM111418,2023,GL,40464,27613,Open,Moderate
CLM111419,2023,GL,10104,8596,Open,Minor
CLM111420,2023,Auto PD,8460,6482,Open,Minor
CLM111421,2023,GL,54149,32608,Open,Moderate
CLM111422,2023,Auto PD,7420,6731,Open,Minor
CLM111423,2023,Property,7144,6591,Open,Minor
CLM111424,2023,Auto PD,27697,23560,Open,Moderate
CLM111425,2023,Property,188546,138564,Open,Severe
CLM111426,2023,GL,1000,547,Open,Moderate
CLM111427,2023,Property,6524,4793,Open,Minor
CLM111428,2023,Auto PD,7795,4297,Open,Minor
CLM111429,2023,Auto PD,53455,42651,Open,Moderate
CLM111430,2023,Auto PD,197162,127503,Open,Severe
CLM111431,2023,Property,8869,6465,Open,Minor
CLM111432,2023,GL,12303,10002,Open,Moderate
CLM111433,2023,GL,44147,25720,Open,Moderate
CLM111434,2023,Auto BI,3801,2678,Open,Minor
CLM111435,2023,GL,4979,2595,Open,Minor
CLM111436,2023,Auto BI,7532,6591,Open,Minor
CLM111437,2023,Auto PD,11190,5052,Open,Minor
CLM111438,2023,GL,50568,23739,Open,Moderate
CLM111439,2023,Auto PD,221549,197651,Open,Severe
CLM111440,2023,Property,7951,5480,Open,Minor
CLM111441,2023,Auto BI,6215,5539,Open,Minor
CLM111442,2023,Property,36840,19327,Open,Moderate
CLM111443,2023,Auto BI,51410,28001,Open,Moderate
CLM111444,2023,Property,4536,3053,Open,Minor
CLM111445,2023,GL,9482,5484,Open,Minor
CLM111446,2023,Property,7028,5327,Open,Minor
CLM111447,2023,Auto BI,10063,8360,Open,Minor
CLM111448,2023,Auto BI,10402,5781,Open,Minor
CLM111449,2023,Auto PD,3817,1705,Open,Minor
CLM111450,2023,Auto PD,6546,6232,Closed,Minor
CLM111451,2023,Auto BI,32167,22915,Open,Moderate
CLM111452,2023,Auto BI,17809,16270,Open,Moderate
CLM111453,2023,Property,5418,3089,Open,Minor
CLM111454,2023,Auto PD,14103,7919,Open,Minor
CLM111455,2023,Auto PD,9523,8431,Open,Minor
CLM111456,2023,Auto BI,73759,31402,Open,Moderate
CLM111457,2023,GL,10072,5912,Open,Minor
CLM111458,2023,Property,6145,2634,Open,Minor
CLM111459,2023,Auto PD,7045,3207,Open,Minor
CLM111460,2023,Auto PD,270017,177270,Open,Severe
CLM111461,2023,Auto PD,257188,240702,Open,Severe
CLM111462,2023,Auto BI,6556,3140,Open,Minor
CLM111463,2023,Auto BI,4225,1951,Open,Minor
CLM111464,2023,Property,94316,67895,Open,Moderate
CLM111465,2023,Auto BI,7647,6224,Open,Minor
CLM111466,2023,Auto BI,192312,117833,Open,Severe
CLM111467,2023,Auto BI,8283,7303,Open,Minor
CLM111468,2023,Auto PD,7393,4454,Open,Minor
CLM111469,2023,Auto PD,46840,33544,Open,Moderate
